StockCode,CurrentPrice,Elasticity,RecommendedPrice
84969,4.9,-0.4022,5.88
84970L,1.25,-1.6999,1.49
84970S,1.09,-1.3641,1.31
84970l,2.1,-19.1403,1.68
84970s,2.1,-0.5,2.52
84971L,1.56,-0.5,1.87
84971S,1.08,-0.8182,1.29
84971l,2.46,-1.0,2.46
84971s,1.66,-1.0,1.66
84972L,3.95,-1.0,3.95
84974,9.93,-30.1725,7.95
84975,2.02,-0.5,2.42
84976,1.72,-2.0907,1.65
84977,1.31,-0.5,1.57
84978,1.51,-1.2941,1.81
84984A,4.47,-2.047,4.37
84984B,4.2,-3.0091,3.36
84984C,5.83,-1.9189,6.09
84984D,6.06,-1.4761,7.28
84985A,1.75,-0.5,2.1
84985B,1.78,-1.2378,2.13
84985a,2.98,-1.0,2.98
84985b,2.98,-1.0,2.98
84986B,1.53,-0.5,1.83
84986b,2.98,-1.0,2.98
84987,1.81,-1.6079,2.17
84988,2.09,-2.2718,1.87
84989A,0.68,-0.5,0.82
84989B,0.68,-1.2987,0.82
84989a,2.02,-0.5,2.43
84989b,1.28,-1.0,1.28
84990,0.64,-1.8734,0.69
84991,0.66,-2.45,0.56
84992,0.68,-1.1497,0.82
84993A,0.53,-1.8163,0.59
84993B,0.46,-0.5,0.55
84993a,0.84,-2.4361,0.71
84993b,0.85,-12.5124,0.68
84997A,4.13,-2.3568,3.59
84997B,4.08,-3.387,3.26
84997C,4.02,-3.2393,3.22
84997D,4.15,-2.0037,4.14
84997a,8.26,-0.5,9.92
84997b,8.55,-0.5,10.26
84997c,8.57,-0.5,10.28
84997d,8.42,-0.5,10.11
85006,2.55,-2.188,2.35
85007,4.18,-1.2568,5.02
85008,5.27,-0.6417,6.32
85014A,6.32,-2.1008,6.03
85014B,6.7,-2.663,5.37
85014C,6.53,-0.5,7.83
85014D,6.06,-8.0998,4.85
85014a,12.63,-0.5,15.15
85014b,12.6,-0.5,15.12
85015,1.84,-1.7571,2.14
85016,2.36,-1.2915,2.84
85017A,0.83,-5.0786,0.66
85017B,0.75,-1.9149,0.79
85017C,0.81,-0.8947,0.97
85018A,4.25,-1.0,4.25
85018B,4.25,-1.0,4.25
85018C,4.04,-1.0,4.035
85018D,2.22,-4.2481,1.78
85019A,2.72,-1.7267,3.23
85019B,2.3,-1.4273,2.77
85019C,3.42,-1.8864,3.64
85020,2.58,-1.5278,3.1
85023A,2.55,-1.0,2.55
85023B,2.53,-15.7969,2.02
85023C,2.55,-1.0,2.55
85024A,1.65,-1.0,1.65
85024B,1.64,-30.0902,1.31
85024C,1.65,-1.2460863241105204e+16,1.32
85025B,2.14,-1.8798,2.29
85025C,2.06,-1.0571,2.47
85026B,1.07,-1.5291,1.29
85027L,4.73,-1.2782,5.68
85028L,5.86,-1.5788,7.04
85028S,3.33,-2.0857,3.2
85030,5.24,-1.6578,6.29
85031A,3.54,-1.9821,3.58
85031B,3.4,-2.7064,2.72
85031C,3.51,-2.6857,2.81
85032A,1.27,-1.6131,1.53
85032B,1.26,-1.3913,1.51
85032C,1.36,-1.6662,1.63
85032D,1.44,-1.2811,1.73
85033G,2.74,-0.3967,3.29
85033S,1.56,-0.5,1.87
85034A,3.85,-1.6648,4.62
85034B,3.28,-2.3593,2.85
85034C,2.92,-2.5444,2.41
85034a,8.29,-1.0,8.29
85034b,8.29,-1.0,8.29
85035A,4.36,-1.8209,4.84
85035B,3.94,-2.1207,3.73
85035C,3.25,-2.1447,3.04
85035a,8.47,-1.0,8.47
85035b,8.47,-1.0,8.47
85035c,8.47,-1.0,8.47
85036A,4.12,-2.2707,3.68
85036B,3.06,-1.4803,3.67
85036C,3.03,-2.5125,2.51
85036a,8.29,-1.0,8.29
85036b,8.47,-1.0,8.47
85038,2.5,-0.3787,3.0
85039A,1.64,-2.7338,1.31
85039B,1.66,-2.1723,1.54
85039C,1.71,-1.4922,2.05
85039a,3.32,-0.5,3.99
85039b,3.36,-1.0,3.36
85040A,1.98,-1.0399,2.37
85040B,1.74,-0.5,2.09
85040a,3.32,-0.5,3.99
85040b,3.36,-1.0,3.36
85041,1.78,-1.2817,2.14
85042,4.98,-2.9844,3.98
85043,4.95,-1.0,4.95
85044,6.88,-0.5707,8.26
85045,5.61,-0.5,6.73
85047,7.05,-0.7037,8.46
85048,9.22,-1.8234,10.21
85049A,1.45,-1.7485,1.7
85049B,1.32,-0.4555,1.58
85049C,1.34,-2.0644,1.3
85049D,1.32,-1.0033,1.58
85049E,1.48,-0.283,1.78
85049F,1.31,-0.29,1.57
85049G,1.37,-3.4213,1.1
85049H,1.16,-2.2463,1.04
85049a,3.32,-0.5,3.98
85049b,2.48,-1.0,2.4766666666666666
85049c,2.46,-1.0,2.46
85049d,2.46,-1.0,2.46
85049e,3.3,-0.5,3.96
85049g,2.43,-0.5,2.92
85050,2.1,-1.0,2.1
85053,2.62,-0.5601,3.14
85054,3.49,-1.7458,4.08
85055,4.66,-1.6241,5.6
85059,4.29,-1.8056,4.81
85060,1.41,-2.4105,1.2
85061W,1.07,-2.6956,0.86
85062,1.79,-2.8592,1.44
85063,18.88,-1.9207,19.69
85064,6.19,-1.4361,7.43
85065,13.56,-1.3125,16.27
85066,14.13,-0.5,16.95
85067,20.27,-1.2974,24.33
85068,8.65,-1.2259,10.38
85069,16.95,-1.0,16.95
85070,106.67,-1.0,106.66666666666667
85071A,1.29,-1.114,1.54
85071B,1.28,-1.1438,1.54
85071C,1.68,-0.6742,2.02
85071D,1.29,-0.7743,1.55
85072,0.55,-1.0,0.55
85077,5.95,-1.0,5.95
85078,1.52,-0.9294,1.82
85079,1.36,-1.0,1.358
85080,0.53,-1.0059,0.63
85081,0.45,-0.5,0.54
85083,2.55,-1.0,2.55
85084,1.06,-0.5,1.28
85086A,1.16,-1.2738,1.4
85087,3.66,-1.7616,4.24
85088,2.34,-1.6254,2.81
85089,3.84,-0.9218,4.61
85090,5.88,-0.5,7.06
85091,5.51,-2.8079,4.41
85092,4.06,-2.2302,3.68
85093,1.2,-1.0343,1.44
85094,0.85,-0.9274,1.02
85095,1.8,-1.7056,2.16
85096,4.58,-0.5,5.5
85097B,4.13,-0.5,4.95
85098B,4.7,-0.5555,5.63
85099B,2.33,-1.3012,2.8
85099C,2.41,-0.7944,2.89
85099F,2.29,-2.5296,1.9
85099b,4.89,-0.5,5.87
85099c,4.97,-1.0,4.975
85099f,5.06,-0.5,6.07
85103,7.72,-1.6626,9.27
85104,3.13,-1.2138,3.75
85106,2.46,-2.0658,2.38
85107,2.44,-1.8647,2.63
85109,0.79,-1.9825,0.79
85110,0.67,-2.1986,0.61
85111,0.75,-1.298,0.9
85112,1.64,-0.5,1.97
85113,2.31,-2.8164,1.85
85114A,1.96,-1.0058,2.35
85114B,2.13,-1.2215,2.56
85114C,1.97,-0.55,2.37
85114a,3.31,-0.6844,3.97
85114b,3.32,-0.5,3.98
85114c,3.31,-4.3236,2.65
85115B,6.27,-1.0,6.27
85116,1.57,-0.6028,1.88
85117,2.22,-1.5384,2.66
85118,1.24,-1.5233,1.48
85119,1.76,-3.5422,1.41
85121B,12.07,-0.1593,14.49
85121C,9.96,-1.3345,11.95
85123A,3.07,-4.3834,2.46
85123a,6.55,-0.5,7.86
85123b,6.04,-1.0,6.04
85124A,3.2,-1.8401,3.51
85124B,2.97,-1.3138,3.56
85124C,3.02,-1.2563,3.62
85124a,5.06,-1.0,5.06
85124b,5.12,-1.0,5.115
85124c,5.06,-1.0,5.06
85125,5.45,-1.0587,6.54
85126,7.08,-0.5463,8.5
85127,6.87,-0.3845,8.25
85128,2.41,-1.0,2.4125
85129A,1.42,-0.6754,1.71
85129B,1.71,-1.6689,2.06
85129C,1.6,-2.225,1.46
85129D,1.88,-0.9682,2.26
85130A,1.85,-0.2284,2.22
85130B,1.72,-1.7677,1.98
85130C,1.37,-0.8484,1.64
85130D,1.78,-0.8896,2.14
85131A,0.98,-2.1355,0.92
85131B,0.86,-2.1536,0.8
85131C,0.94,-1.4823,1.13
85131D,0.87,-1.7283,1.04
85132A,6.68,-2.2012,6.12
85132B,5.05,-1.3622,6.06
85132C,5.05,-2.4853,4.23
85132a,14.8,-0.5,17.76
85132b,9.58,-0.3176,11.5
85132c,11.52,-1.0,11.524999999999999
85135A,8.03,-1.3785,9.64
85135B,8.11,-0.5,9.74
85135C,8.17,-2.2145,7.45
85136A,8.13,-0.5,9.76
85136B,8.02,-0.5,9.62
85136C,8.13,-0.1489,9.76
85141,8.04,-1.0878,9.65
85142,9.25,-1.2773,11.1
85144,5.27,-2.0901,5.06
85145,9.23,-1.0786,11.07
85146,5.61,-1.4137,6.74
85147,4.95,-1.0,4.95
85150,3.01,-0.1925,3.61
85151,1.25,-1.0,1.25
85152,2.31,-4.4577,1.85
85157,12.72,-1.0,12.72
85159A,6.34,-1.0658,7.61
85159B,4.95,-1.2267,5.93
85159b,13.0,-1.0,13.0
85160A,5.41,-0.5645,6.49
85160B,3.28,-0.8242,3.94
85160a,16.13,-1.0,16.13
85160b,16.13,-1.0,16.13
85161,18.25,-1.1937,21.9
85162A,3.62,-2.0973,3.46
85162B,1.95,-1.0,1.9499999999999997
85162C,3.11,-1.503,3.74
85163A,12.31,-1.3719,14.77
85163B,14.09,-1.1734,16.91
85164B,16.83,-0.7557,20.2
85164b,26.04,-1.0,26.04
85165,10.22,-1.502,12.27
85166A,4.68,-1.4556,5.61
85166B,3.85,-2.0355,3.78
85167A,4.24,-1.868,4.56
85167B,4.2,-1.9856,4.24
85168A,9.95,-1.0,9.95
85168B,9.17,-1.1867,11.01
85169A,1.4,-1.3515,1.68
85169B,1.52,-1.4893,1.82
85169C,1.39,-1.7906,1.57
85169D,1.51,-1.8645,1.63
85170A,2.55,-1.63,3.06
85170B,2.58,-1.5936,3.1
85170C,2.81,-1.6489,3.37
85170D,2.87,-1.4225,3.44
85171,2.55,-1.0,2.55
85172,1.19,-0.5,1.43
85173,2.95,-1.8665,3.17
85174,6.58,-1.359,7.9
85175,1.12,-0.5,1.34
85176,1.15,-1.2223,1.38
85177,1.01,-0.9971,1.21
85178,1.37,-2.2767,1.22
85179A,3.38,-1.3034,4.06
85179B,5.18,-1.4768,6.22
85179C,3.19,-1.1671,3.82
85179a,5.89,-1.0,5.890000000000001
85180A,3.95,-2.6743,3.16
85180B,4.24,-1.9936,4.25
85183A,2.36,-1.5597,2.83
85183B,2.46,-1.2887,2.95
85184B,2.95,-1.0,2.95
85184C,3.32,-2.6043,2.7
85184D,3.49,-2.648,2.8
85184c,5.89,-0.0,7.07
85184d,5.91,-1.0,5.91
85185B,3.49,-0.3374,4.19
85185C,2.95,-0.5,3.54
85185D,3.72,-0.7127,4.46
85185E,2.95,-1.0,2.95
85185F,2.95,-0.5,3.54
85186A,0.62,-5.2625,0.49
85186B,0.42,-1.0,0.42
85186C,0.6,-3.9242,0.48
85187,1.94,-1.5902,2.33
85188A,1.02,-2.9433,0.82
85188B,1.07,-2.3532,0.93
85189,0.94,-0.5,1.13
85190,1.14,-0.5,1.36
85192S,0.65,-1.0,0.65
85194L,1.05,-3.2533,0.84
85194S,0.78,-0.329,0.94
85195,2.21,-2.9663,1.76
85196,0.88,-0.0698,1.05
85197,2.06,-51.7214,1.65
85198,1.01,-2.1556,0.94
85199L,0.83,-1.7974,0.94
85199S,0.58,-1.6156,0.7
85200,1.35,-0.5,1.62
85202,0.58,-2.3007,0.51
85203,0.57,-2.4117,0.48
85204,0.4,-1.2013,0.48
85205A,2.55,-1.0,2.55
85205B,3.19,-0.9628,3.83
85206A,1.81,-3.8693,1.44
85206B,1.81,-0.5,2.18
85208,2.15,-2.1232,2.03
85211,2.05,-0.9857,2.46
85212,0.74,-1.2325,0.89
85213,1.05,-1.2342,1.26
85214,1.83,-0.9179,2.2
85215,1.63,-0.8949,1.95
85216,2.01,-0.5,2.41
85217,1.72,-0.6108,2.06
85218,0.88,-1.0,0.875
85220,1.3,-1.0,1.3
85221,1.02,-1.8577,1.11
85222,2.22,-3.9824,1.77
85224,1.94,-1.3315,2.33
85225,1.2,-6.3204,0.96
85226A,0.73,-0.5,0.88
85226C,0.76,-0.5,0.92
85227,1.11,-2.0162,1.1
85230A,0.27,-1.7187,0.32
85230B,0.28,-2.0138,0.28
85230C,0.29,-1.0,0.29
85230D,0.29,-1.0,0.29
85230E,0.28,-3.1197,0.22
85230F,0.28,-3.1135,0.22
85230G,0.27,-2.053,0.26
85231B,1.05,-0.389,1.26
85231E,0.95,-1.8224,1.05
85231G,0.99,-0.8967,1.19
85231L,0.91,-0.5,1.1
85231b,1.65,-1.0,1.645
85231e,1.66,-1.0,1.66
85231g,1.63,-1.0,1.63
85232A,5.42,-0.8393,6.5
85232B,5.75,-1.0999,6.9
85232C,4.95,-1.0,4.95
85232D,5.96,-0.5,7.15
85232a,10.17,-1.0,10.17
85232b,10.18,-21.8116,8.14
85232d,10.17,-1.0,10.17
90000A,6.05,-0.5272,7.26
90000B,6.15,-3.449,4.92
90000C,6.16,-1.0,6.16
90000D,6.22,-0.5,7.46
90001A,4.24,-0.5,5.08
90001B,4.24,-0.5,5.08
90001C,4.24,-0.5,5.09
90001D,4.25,-0.5,5.1
90002A,3.75,-1.0,3.75
90002B,3.77,-49.2499,3.02
90002C,3.78,-13.4122,3.03
90002D,3.76,-37.3935,3.01
90002E,3.77,-20.8063,3.02
90003B,3.78,-10.654,3.02
90003C,3.76,-9.5924,3.01
90003D,3.77,-0.5,4.53
90003E,3.77,-18.107,3.01
90004A,3.75,-1.0,3.75
90005A,2.08,-9.1215,1.67
90010A,9.07,-0.5,10.88
90010B,9.34,-3.1287,7.47
90010E,8.92,-1.441,10.71
90011A,2.95,-0.0,3.54
90011B,2.95,-0.5,3.54
90011C,2.94,-0.5,3.53
90011D,2.95,-0.0,3.54
90011E,2.95,0.0,3.54
90012A,8.1,-1.0045,9.72
90012B,7.7,-1.3131,9.24
90013A,3.79,-6.4577,3.03
90013B,4.19,-5.7262,3.35
90013C,4.12,-8.0609,3.3
90013D,4.0,-9.8374,3.2
90013E,4.29,-1.0,4.285
90014A,9.68,-1.3867,11.61
90014B,9.77,-0.5,11.72
90014C,9.76,-0.5,11.71
90016A,8.21,-2.874,6.57
90016B,8.43,-2.7699,6.75
90016C,8.47,-0.5,10.16
90018A,4.22,-0.5,5.06
90018B,4.22,-0.5,5.07
90018C,4.23,-0.5,5.07
90019A,5.29,-2.7198,4.23
90019B,5.32,-1.8454,5.81
90019C,5.36,-0.5,6.44
90020,12.68,-1.0,12.682500000000001
90021,11.95,-1.0,11.95
90022,3.78,-11.2931,3.02
90023,4.25,-0.5,5.1
90024A,8.5,-1.0,8.5
90024B,8.49,-0.5,10.19
90024C,8.5,-0.4753,10.2
90024D,8.5,-0.5,10.2
90024E,8.5,-0.5,10.2
90024F,8.44,-0.5,10.12
90025A,3.75,-1.0,3.75
90025B,3.76,-1.0,3.763333333333333
90025C,3.76,0.0,4.51
90025D,3.74,-0.0,4.49
90025E,3.79,-0.0,4.54
90025F,3.78,-0.0,4.53
90026A,8.5,-0.5,10.2
90026B,8.47,-0.5,10.17
90026C,8.47,-0.5,10.16
90026D,8.5,-1.0,8.5
90027A,2.95,-0.5,3.54
90027B,2.94,-0.5,3.53
90027C,2.94,-0.5,3.53
90027D,3.19,-3.9713,2.55
90028,8.44,-3.0961,6.75
90029,8.47,-0.5,10.16
90030A,2.5,-1.0379,3.0
90030B,4.07,-1.1271,4.88
90030C,3.62,-1.1102,4.34
90031,3.21,-1.1574,3.85
90032,6.12,-2.439,5.19
90033,2.54,-0.5,3.04
90034,10.11,-0.5,12.13
90035A,10.72,-0.5,12.87
90035B,10.19,-1.0,10.185
90035C,10.75,-1.0,10.75
90036A,8.01,-8.0769,6.4
90036B,7.95,-1.0,7.95
90036C,7.98,-8.1614,6.38
90036D,7.96,-37.2866,6.37
90036E,7.99,-8.143,6.39
90036F,8.04,-25.9766,6.44
90037A,2.55,-0.5,3.06
90037B,2.53,-0.5,3.03
90037C,2.53,-0.5,3.04
90037D,2.57,-0.5,3.08
90038A,3.79,-12.3261,3.03
90038B,3.78,-0.5,4.54
90038C,3.77,-14.5579,3.02
90039A,3.77,-7.1348,3.02
90039B,3.77,-18.7852,3.02
90039C,3.79,-2.4646,3.18
90039D,3.8,-0.5,4.56
90040A,4.01,-3.3578,3.21
90040B,3.67,-8.4911,2.94
90040C,3.65,-9.1097,2.92
90040D,3.71,-4.1129,2.97
90041,3.7,-3.7355,2.96
90042A,2.55,-0.5,3.07
90042B,2.55,-1.0,2.55
90042C,2.54,-0.5,3.05
90043,5.79,-0.7108,6.94
90046,4.95,-1.0,4.95
90048,5.63,-1.3878,6.76
90049,7.49,-2.6452,6.02
90050,7.04,-25.7533,5.64
90051,7.06,-1.909,7.42
90052,7.14,-14.0574,5.71
90053,2.53,-0.5,3.03
90054,2.53,-0.5,3.04
90055,2.53,-0.0,3.03
90056,11.02,-22.8522,8.81
90057,1.8,-1.5943,2.16
90058A,0.38,-0.5,0.46
90058B,0.49,-0.5,0.59
90059A,1.67,-6.6959,1.34
90059B,1.67,-17.6671,1.34
90059C,1.67,-7.7565,1.34
90059D,1.68,-9.6901,1.34
90059E,1.67,-16.7972,1.34
90059F,1.67,-12.1368,1.34
90060B,5.95,-1.0,5.95
90060C,5.95,-1.0,5.95
90060D,5.95,-1.0,5.95
90060F,5.93,-0.5,7.11
90062,12.66,-0.5,15.2
90063A,8.5,-0.5,10.2
90063B,8.51,-19.8228,6.81
90064A,4.05,-6.4769,3.24
90064B,3.75,-1.0,3.75
90065A,7.04,-0.5,8.45
90065B,6.97,-0.5,8.37
90066A,6.75,-1.0,6.75
90067A,2.94,-30.5181,2.35
90067B,2.94,-0.5,3.52
90068,7.5,-1.0,7.5
90069,7.5,-1.0,7.5
90070,6.22,-9.703,4.97
90071,1.25,-0.5,1.5
90072,4.11,-4.9798,3.29
90073,5.03,-7.4286,4.03
90074,9.27,-0.5,11.13
90075,9.21,-0.5,11.05
90076,2.89,-12.0672,2.31
90077,2.89,-0.5,3.47
90078,7.53,-33.5897,6.02
90079,5.01,-15.2119,4.0
90081A,4.96,-15.6979,3.97
90081B,4.95,-1.0,4.95
90081C,5.03,-9.6169,4.03
90082A,6.48,-13.4012,5.18
90082B,6.35,-1.0,6.35
90082C,6.64,-1.0,6.6433333333333335
90082D,6.5,-4.764,5.2
90083,1.33,-2.327,1.17
90084,0.85,-1.0,0.85
90085,1.21,-2.5043,1.01
90086,1.42,-3.4559,1.14
90087,1.39,-2.2163,1.27
90088,0.91,-2.3562,0.79
90089,1.21,-1.5644,1.45
90090,1.02,-1.9218,1.06
90091,0.85,-1.0,0.85
90092,0.92,-3.4057,0.73
90093,1.11,-1.8617,1.2
90094,2.54,-66.0723,2.03
90095,3.39,-1.0,3.3866666666666667
90096,2.48,-1.7528,2.88
90098,2.33,-2.7386,1.86
90099,3.36,-0.0614,4.03
90100,2.55,-1.0,2.55
90101,2.53,-0.5,3.03
90102,0.84,-1.0,0.845
90103,2.52,-10.8591,2.02
90104,0.83,-0.5,1.0
90108,1.59,-1.4374,1.91
90111,1.05,-1.0,1.05
90112,1.11,-0.5,1.33
90114,2.49,-0.5,2.99
90115,2.63,-1.7957,2.96
90116,2.33,-1.9672,2.37
90118,2.58,-0.5293,3.09
90119,2.54,-0.8839,3.05
90120A,4.26,-0.5,5.11
90120B,4.19,-7.7774,3.35
90120C,4.24,-0.5,5.09
90120D,4.2,-13.4908,3.36
90121B,4.25,-1.0,4.25
90122A,5.0,-10.5573,4.0
90122B,5.0,-15.6099,4.0
90122C,5.01,-15.8652,4.01
90123A,5.94,-0.5,7.13
90123B,5.95,-0.5,7.14
90123C,5.96,-42.063,4.77
90123D,5.94,-0.5,7.13
90124A,9.99,-10.9786,7.99
90124B,10.06,-6.1003,8.05
90124C,10.03,-12.813,8.03
90125A,2.02,-1.8453,2.21
90125B,2.21,-1.6594,2.65
90125C,1.66,-3.1512,1.33
90125D,2.75,-1.6715,3.3
90125E,2.5,-0.7648,3.0
90126A,2.25,-1.986,2.26
90126B,2.83,-1.0,2.8266666666666667
90126C,2.69,-2.6648,2.15
90127A,1.85,-1.0,1.855
90127B,1.25,-1.0,1.25
90128A,1.77,-0.1248,2.12
90128B,1.56,-0.1163,1.88
90128C,1.97,-0.8553,2.37
90128D,2.03,-0.9418,2.44
90129A,1.93,-0.1223,2.32
90129B,2.06,-0.5,2.47
90129C,2.1,-0.5,2.52
90129D,2.16,-0.5,2.59
90129E,1.91,-0.5,2.3
90129F,2.15,-0.5,2.57
90130A,2.94,-5.8558,2.36
90130B,2.94,-0.5,3.53
90130C,2.94,-0.5,3.53
90130D,2.94,-0.5,3.53
90131,6.97,-40.4904,5.58
90132,5.09,-0.5,6.11
90133,5.06,-0.5,6.07
90134,2.94,-0.5,3.53
90135,5.01,-1.0,5.006666666666667
90135A,4.99,-1.0,4.9925
90136,10.17,-1.0,10.173333333333332
90137,5.2,-4.7402,4.16
90138,5.33,-3.987,4.26
90139,5.15,-0.5,6.18
90140,7.57,-4.5202,6.05
90141A,5.31,-1.9085,5.58
90141B,5.02,-11.4424,4.02
90141C,5.3,-3.8738,4.24
90141D,5.29,-5.1252,4.23
90141E,5.06,-7.4131,4.05
90142A,5.09,-1.0,5.09
90142B,5.09,-1.0,5.09
90142C,5.09,-1.0,5.09
90142D,4.98,-1.0,4.978
90143,7.63,-1.9329,7.91
90144,3.77,-14.5351,3.02
90145,6.13,-4.1148,4.9
90146,7.45,-2.6056,6.04
90147,10.15,-8.9667,8.12
90148,12.74,-0.5,15.28
90149,7.37,-45.245,5.9
90150,7.5,-1.0,7.5
90151,8.52,-35.7503,6.81
90152A,5.76,0.0,6.92
90152B,5.88,-0.5,7.05
90152C,5.95,-1.0,5.95
90154,8.71,-18.2088,6.97
90155,7.56,-6.1086,6.04
90156,5.92,-0.9823,7.11
90157,4.98,-30.2951,3.99
90158,5.03,-6.0026,4.02
90159,4.97,-15.3979,3.98
90160A,6.98,-9.4805,5.58
90160B,6.84,-0.5,8.21
90160C,7.01,-11.2484,5.61
90160D,6.98,-0.5,8.37
90161A,5.03,-4.11,4.02
90161B,5.02,-16.871,4.02
90161C,5.02,-11.2242,4.02
90161D,4.99,-3.6384,4.0
90162A,2.95,-1.0,2.95
90162B,2.95,-1.0,2.95
90162C,2.95,-1.0,2.95
90162D,2.95,-1.0,2.95
90163A,7.61,-10.3138,6.08
90163B,7.57,-0.8004,9.09
90164A,6.93,-1.4296,8.32
90164B,6.65,-0.6495,7.98
90165A,2.52,-0.5,3.03
90165B,2.52,-0.5,3.03
90166,4.22,-0.5,5.06
90167,1.09,-3.5345,0.87
90168,2.94,-0.5,3.53
90169,2.53,-0.5,3.03
90170,1.67,-11.2291,1.34
90171,1.27,-4.0832,1.02
90173,3.8,-5.5334,3.04
90174,2.52,-0.5,3.02
90175A,9.03,-0.5,10.84
90175B,8.98,-0.5,10.78
90175C,9.03,-9.4998,7.23
90175D,9.12,-4.2651,7.3
90176A,7.58,-0.5,9.1
90176B,7.53,-1.0,7.53
90176C,7.83,-4.7668,6.27
90176D,7.54,-11.4093,6.04
90176E,7.49,-1.0,7.493333333333333
90177A,2.92,-0.5,3.51
90177B,2.95,-16.2449,2.36
90177C,2.95,-0.5,3.54
90177D,2.95,-0.5,3.54
90177E,2.95,-0.5,3.55
90178A,11.94,-0.5,14.33
90178B,11.97,-24.8681,9.58
90179A,5.91,-0.5,7.09
90179B,5.93,-0.5,7.12
90179C,5.93,-0.5,7.12
90180A,9.74,-1.1268,11.69
90180B,10.01,-9.094,8.0
90181A,9.19,-0.5,11.03
90181B,9.26,-5.2065,7.41
90181C,9.39,-0.0,11.26
90182A,2.91,-13.539,2.33
90182B,2.92,-3.9516,2.34
90182C,2.93,-0.5,3.51
90183A,2.93,-0.5,3.52
90183B,2.93,-10.4164,2.35
90183C,2.93,-2.6019,2.38
90183c,2.9,-1.0,2.9
90184A,9.14,-18.4464,7.31
90184B,9.11,-16.46,7.29
90184C,9.1,-8.2939,7.28
90184c,9.15,-1.0,9.15
90185A,4.23,-0.5,5.08
90185B,4.24,-0.5,5.09
90185C,4.25,-0.5,5.1
90185D,4.25,-0.5,5.1
90186A,2.95,-0.5,3.54
90186B,2.95,-0.5,3.54
90187A,3.38,-7.2089,2.71
90187B,3.37,-6.9717,2.69
90188,2.55,-0.5164,3.06
90189A,7.52,-16.0622,6.01
90189B,7.5,-1.0,7.5
90190A,2.94,-0.5,3.53
90190B,2.94,-0.5,3.53
90190C,2.94,-0.5,3.53
90191,11.32,-1.2933,13.59
90192,5.02,-17.2156,4.02
90194,4.24,-0.5,5.09
90195A,8.7,-0.2783,10.45
90195B,8.79,-0.5,10.55
90196A,12.75,-1.0,12.75
90196B,12.73,-0.5,15.28
90197B,5.05,-4.4206,4.04
90197D,4.95,-1.0,4.95
90198A,4.22,-0.5,5.07
90198B,4.24,-0.5,5.09
90199A,6.34,-0.5,7.61
90199B,6.35,-2.5641,5.21
90199C,6.32,-20.8463,5.05
90199D,6.32,-3.1946,5.06
90200A,4.23,-0.5,5.07
90200B,4.23,-0.5,5.07
90200C,4.24,-0.5,5.09
90200D,4.22,-2.996,3.38
90200E,4.22,-8.1744,3.38
90201A,2.94,-0.5,3.53
90201B,2.96,-5.2711,2.37
90201C,2.95,-5.6481,2.36
90201D,2.94,-0.5,3.53
90202A,2.93,-4.6502,2.34
90202B,2.94,-4.4401,2.35
90202C,2.95,-6.5391,2.36
90202D,2.94,-0.5,3.53
90203,7.55,-11.1147,6.04
90204,3.37,-0.5,4.05
90205A,1.68,-4.5589,1.34
90205C,1.66,-26.2598,1.33
90206A,4.98,-0.5,5.98
90206C,5.04,-3.0458,4.03
90208,2.52,-11.6585,2.01
90209A,1.99,-10.6057,1.6
90209B,2.09,-19.188,1.67
90209C,2.08,-16.7631,1.67
90210A,2.69,-3.2392,2.15
90210B,2.74,-1.4019,3.29
90210C,2.45,-4.3141,1.96
90210D,2.52,-2.1778,2.33
90211A,5.95,-4.6484,4.76
90211B,5.95,-0.5,7.14
90212B,3.8,-3.911,3.04
90212C,3.75,-1.0,3.75
90214A,1.05,-0.4859,1.26
90214B,1.02,-0.3461,1.22
90214C,1.02,-0.7599,1.22
90214D,1.01,-0.6663,1.22
90214E,1.06,-0.5818,1.27
90214F,0.97,-0.8773,1.16
90214G,1.02,-0.535,1.22
90214H,0.97,-0.6023,1.16
90214I,1.06,-0.2917,1.27
90214J,1.05,-0.07,1.26
90214K,1.12,-0.354,1.34
90214L,1.01,-0.5,1.21
90214M,1.09,-0.5,1.31
90214N,1.04,-0.1882,1.25
90214O,1.07,-1.258,1.28
90214P,1.03,-1.2016,1.23
90214R,1.08,-0.3993,1.3
90214S,1.04,-0.2172,1.24
90214T,1.07,-0.4732,1.29
90214U,0.77,-1.0,0.77
90214V,0.97,-1.1021,1.16
90214W,0.87,-1.7772,1.0
90214Y,0.85,-2.7478,0.68
90214Z,0.9,-1.4508,1.08
ADJUST,247.16,-1.0,247.16472222222217
ADJUST2,243.68,-1.0,243.68333333333337
AMAZONFEE,8502.28,-1.0,8502.2825
B,11062.06,-1.0,11062.06
BANK CHARGES,15.26,-0.3757,18.32
C2,50.21,-0.2396,60.26
D,41.38,-1.0,41.378
DCGS0003,2.51,-0.0,3.01
DCGS0004,16.98,-1.0,16.985
DCGS0037,12.72,-1.0,12.72
DCGS0041,5.06,-1.0,5.06
DCGS0044,2.57,-1.0,2.57
DCGS0058,0.83,-0.5,0.99
DCGS0062,2.51,-1.0,2.51
DCGS0066N,8.65,-1.0,8.65
DCGS0068,8.56,-1.0,8.56
DCGS0069,16.06,-0.0,19.27
DCGS0070,12.72,-1.0,12.72
DCGS0072,5.17,-1.0,5.17
